Indication_ID,Indication_Name,Slug
1014,Ischaemic events,ischaemic-events-2796
1015,Ischaemic heart disease,ischaemic-heart-disease-2797
1016,Ischemic stroke,ischemic-stroke-2798
1017,Itchiness or irritation around the anus,itchiness-or-irritation-around-the-anus-3691
1018,Itching,itching-2799
1019,Itching and pain,itching-and-pain-3836
1020,Itchy or watery eyes,itchy-or-watery-eyes-2800
1021,Jaundice,jaundice-2801
1022,Jock itch,jock-itch-2802
1023,Joint and muscular pains,joint-and-muscular-pains-2803
1024,Joint inflammations,joint-inflammations-2804
1025,Joint pain,joint-pain-2805
1026,Joint stiffness,joint-stiffness-2806
1027,Juvenile idiopathic arthritis,juvenile-idiopathic-arthritis-2807
1028,Juvenile rheumatoid arthritis,juvenile-rheumatoid-arthritis-2808
1029,Kaposi's sarcoma,kaposis-sarcoma-2809
1030,Kawasaki disease,kawasaki-disease-3860
1031,Kawasaki disease and dermatomyositis sarcoidosis,kawasaki-disease-and-dermatomyositis-sarcoidosis-2810
1032,Keratitis,keratitis-2811
1033,Keratitis disciformis,keratitis-disciformis-2812
1034,Keratoconjunctivitis,keratoconjunctivitis-2813
1035,Keratoconjunctivitis and recurrent epithelial keratitis due to herpes simplex viruses,keratoconjunctivitis-and-recurrent-epithelial-keratitis-due-to-herpes-simplex-viruses-2814
1036,Keratoconjunctivitis sicca,keratoconjunctivitis-sicca-2815
1037,Keratosis,keratosis-2816
1038,Keratosis pilaris,keratosis-pilaris-2817
1039,Kidney cancer,kidney-cancer-2818
1040,Kidney disease,kidney-disease-2819
1041,Kidney stones and inflammatory bowel disease (e.g.; ulcerative colitis; leaky gut syndrome),kidney-stones-and-inflammatory-bowel-disease-eg-ulcerative-colitis-leaky-gut-syndrome-3755
1042,Labour induction,labour-induction-2820
1043,Lacerations,lacerations-2821
1044,Lacrimation,lacrimation-2822
1045,Lactation,lactation-2823
1046,Lactation suppression,lactation-suppression-2824
1047,Lactose intolerance such as bloating; flatulence; diarrhea,lactose-intolerance-such-as-bloating-flatulence-diarrhea-4083
1048,Latent tetany,latent-tetany-2825
1049,Left ventricular dysfunction,left-ventricular-dysfunction-2826
1050,Leg cramps,leg-cramps-2827
1051,Leg ulcers and pressure sores,leg-ulcers-and-pressure-sores-2828
1052,Legionellosis,legionellosis-3729
1053,Legionnaireâ€™s disease,legionnaires-disease-2829
1054,Leishmaniasis,leishmaniasis-2830
1055,Lens opacification,lens-opacification-2831
1056,Leprosy,leprosy-2832
1057,Letterer-Siwe disease,letterer-siwe-disease-4061
1058,Leukemia,leukemia-2833
1059,Libido,libido-2834
1060,Lichen,lichen-3737
1061,Lichen planus,lichen-planus-2835
1062,Lichen sclerosus,lichen-sclerosus-2836
1063,Lichen simplex,lichen-simplex-2837
1064,Limb spasticity,limb-spasticity-3749
1065,Listeriosis,listeriosis-2838
1066,Liver cirrhosis,liver-cirrhosis-2839
1067,Liver disease,liver-disease-3769
1068,Liver transplant,liver-transplant-2840
1069,Local anaesthesia,local-anaesthesia-2841
1070,Local occular anaesthesia,local-occular-anaesthesia-2842
1071,Local or regional anesthesia,local-or-regional-anesthesia-2843
1072,Local pain relief,local-pain-relief-2844
1073,Loeffler's syndrome,loefflers-syndrome-2845
1074,Loiasis,loiasis-2846
1075,Low back pain,low-back-pain-2847
1076,Lower respiratory tract infections,lower-respiratory-tract-infections-2848
1077,Lower the blood pressure,lower-the-blood-pressure-4152
1078,Lower urinary tract infections,lower-urinary-tract-infections-2849
1079,Lubrication,lubrication-2850
1080,Lumbago sciatica,lumbago-sciatica-4037
1081,Lung abscess,lung-abscess-2851
1082,Lung cancer,lung-cancer-2852
1083,Lyme disease,lyme-disease-2853
1084,Lymphatic filariasis,lymphatic-filariasis-2854
1085,Lymphocytic leukemia,lymphocytic-leukemia-2855
1086,Lymphocytic lymphoma,lymphocytic-lymphoma-4062
1087,Lymphogranuloma venereum,lymphogranuloma-venereum-2856
1088,Lymphoma,lymphoma-2857
1089,Lymphosarcoma,lymphosarcoma-3922
1090,Macrocytic anaemia,macrocytic-anaemia-2859
1091,Macular Degeneration,macular-degeneration-2860
1092,Magnesium sulfate overdose,magnesium-sulfate-overdose-2861
1093,Maintain anesthesia,maintain-anesthesia-3966
1094,Maintain healthy skin; hair; nail; teeth; bone; eye and nervous system,maintain-healthy-skin-hair-nail-teeth-bone-eye-and-nervous-system-4070
1095,Maintenance of normal sinus rhythm,maintenance-of-normal-sinus-rhythm-4158
1096,Major depression,major-depression-2862
1097,Major depressive disorder,major-depressive-disorder-3630
1098,Major trauma,major-trauma-2863
1099,Malaria,malaria-2864
1100,Malaria prophylaxis,malaria-prophylaxis-2865
1101,Male hypogonadism,male-hypogonadism-2866
1102,Male Hypogonadotropic Hypogonadism,male-hypogonadotropic-hypogonadism-3856
1103,Male infertility,male-infertility-2867
1104,Male pattern baldness,male-pattern-baldness-2868
1105,Malignancy,malignancy-2869
1106,Malignant effusions,malignant-effusions-2870
1107,Malignant gastrointestinal stromal tumours,malignant-gastrointestinal-stromal-tumours-2871
1108,Malignant gliomas,malignant-gliomas-2872
1109,Malignant melanoma,malignant-melanoma-2873
1110,Malignant neoplasm,malignant-neoplasm-3884
1111,Malignant pleural mesothelioma,malignant-pleural-mesothelioma-2874
1112,Malnourished infants,malnourished-infants-4096
1113,Malnutrition,malnutrition-3880
1114,Mania,mania-2875
1115,Mantle cell lymphoma,mantle-cell-lymphoma-4138
1116,Mastitis,mastitis-2876
1117,Mastocytosis,mastocytosis-2877
1118,mastoidectomy,mastoidectomy-4142
1119,Measles,measles-2878
1120,Measles attack in immunocompromised patients,measles-attack-in-immunocompromised-patients-3865
1121,Megaloblastic anaemia,megaloblastic-anaemia-2879
1122,Melanoma,melanoma-2880
1123,Melasma,melasma-2881
1124,Melioidosis,melioidosis-2882
1125,Memory deficiency,memory-deficiency-4207
1126,Meniereâ€™s disease,menieres-disease-2883
1127,Meningioma,meningioma-2884
1128,Meningitis,meningitis-2885
1129,Meningitis and brain abscesses,meningitis-and-brain-abscesses-2886
1130,Meningococcal infection,meningococcal-infection-2887
1131,Meningococcal meningitis,meningococcal-meningitis-2888
1132,Meningococcal meningitis and septicaemia,meningococcal-meningitis-and-septicaemia-2889
1133,Meningococcal Pneumonia,meningococcal-pneumonia-3939
1134,Meningococcemia,meningococcemia-2890
1135,Menopausal atrophic vaginitis,menopausal-atrophic-vaginitis-2892
1136,Menopausal flushing,menopausal-flushing-2893
1137,Menopausal hormone replacement therapy,menopausal-hormone-replacement-therapy-2894
1138,Menopausal HRT,menopausal-hrt-2891
1139,Menopausal symptoms,menopausal-symptoms-2895
1140,Menorrhagia,menorrhagia-2896
1141,Menstrual cramps,menstrual-cramps-2897
1142,Menstrual disorders,menstrual-disorders-2898
1143,Metabolic alkalosis,metabolic-alkalosis-2900
1144,Metastatic breast carcinoma,metastatic-breast-carcinoma-2903
1145,Metastatic melanoma,metastatic-melanoma-2904
1146,Metastatic non-small cell lung cancer,metastatic-non-small-cell-lung-cancer-4135
1147,Metastatic Ovarian Tumors,metastatic-ovarian-tumors-2901
1148,Metastatic prostate cancer,metastatic-prostate-cancer-2905
1149,Metastatic Testicular Tumors,metastatic-testicular-tumors-2902
1150,Methotrexate toxicity,methotrexate-toxicity-2906
1151,Microbial contamination in burns,microbial-contamination-in-burns-3985
1152,Microcytic anaemia,microcytic-anaemia-2907
1153,Micturition complaints,micturition-complaints-3831
1154,Middle ear infections (otitis media),middle-ear-infections-otitis-media-2908
1155,Migraine,migraine-2909
1156,Migraine and bipolar disorder,migraine-and-bipolar-disorder-2910
1157,Migraine headache,migraine-headache-3635
1158,Migraine prophylaxis,migraine-prophylaxis-2911
1159,Migraines,migraines-4214
1160,Mild cystitis and spasmodic dysmenorrhoea,mild-cystitis-and-spasmodic-dysmenorrhoea-2912
1161,Mild diarrhea,mild-diarrhea-2913
1162,Mild to moderate dementia in Alzheimerâ€™s disease,mild-to-moderate-dementia-in-alzheimers-disease-3337
1163,Mild to moderate hypertension,mild-to-moderate-hypertension-3647
1164,Mild to moderate pain,mild-to-moderate-pain-2914
1165,Mild to moderate pain and fever,mild-to-moderate-pain-and-fever-2915
1166,Mineral supplement,mineral-supplement-2916
1167,Minor burns,minor-burns-2917
1168,Minor cuts,minor-cuts-2918
1169,Minor cuts and wounds,minor-cuts-and-wounds-3988
1170,Minor dental procedures,minor-dental-procedures-3667
1171,Minor skin infections,minor-skin-infections-2919
1172,Miosis,miosis-2920
1173,Miscarriage,miscarriage-2921
1174,Missed abortion,missed-abortion-2922
1175,Ml,ml-2858
1176,Moderate to severe pain,moderate-to-severe-pain-2923
1177,Moderate to severe symptoms of uterine fibroids,moderate-to-severe-symptoms-of-uterine-fibroids-4084
1178,Moderate to severe tardive dyskinesia,moderate-to-severe-tardive-dyskinesia-4042
1179,Moderate to severe vasomotor symptoms associated with menopause,moderate-to-severe-vasomotor-symptoms-associated-with-menopause-3826
1180,Motion sickness,motion-sickness-2924
